Mihociu,Dorin,44774.77,chirie,04-APR-20
Olarasu,Ervin,75610.1,chirie,03-SEP-19
Nicu,Laura,28147.16,chirie,18-APR-20
Nicu,Laura,3615.2,chirie,12-FEB-20
Nicu,Laura,22725.75,chirie,10-DEC-19
Nicu,Laura,95732.7,chirie,29-SEP-19
Florescu,Rares,33049.15,chirie,17-NOV-19
Leonte,Maria,91681.97,chirie,08-APR-20
Leonte,Maria,35534.41,chirie,29-JAN-20
Ursachi,Danut,47124.08,chirie,08-SEP-19
Ursachi,Danut,83034.58,chirie,08-SEP-19
Ursachi,Danut,82061.78,chirie,29-OCT-19
Ursachi,Danut,63956.95,chirie,14-MAR-20
Ursachi,Danut,75099.96,chirie,11-JUL-19
Strimtu,Ioana,25539.29,chirie,09-AUG-19
Mihaila,Robert,57121,chirie,11-JAN-20
Mihaila,Robert,68836.76,chirie,03-JAN-20
Varvaroi,Iulia,29440.97,chirie,28-DEC-19
Varvaroi,Iulia,78686.44,chirie,20-DEC-19
Varvaroi,Iulia,16404,chirie,15-JUL-19
Varvaroi,Iulia,44250.67,chirie,05-OCT-19
Pantiru,Iuliana,51209.17,chirie,29-NOV-19
Pantiru,Iuliana,45731.98,chirie,29-NOV-19
Bodnar,Ileana,44526.57,chirie,01-NOV-19
Bodnar,Ileana,83560.44,chirie,22-NOV-19
Bodnar,Ileana,46255.68,chirie,22-NOV-19
Bodnar,Ileana,23161.54,chirie,14-APR-20
Bodnar,Ileana,73377.99,chirie,23-DEC-19
Timofte,Tudor,54639.91,chirie,19-OCT-19
Timofte,Tudor,11591.67,chirie,25-APR-20
Timofte,Tudor,76994.63,chirie,25-APR-20
Timofte,Tudor,45804.93,chirie,28-JUN-19
Varlan,Nicu,11496.95,chirie,11-OCT-19
Varlan,Nicu,49573.49,chirie,25-JUN-19
Varlan,Nicu,83762.5,chirie,16-DEC-19
Irimia,Teodora,48818.18,chirie,06-SEP-19
Irimia,Teodora,4862.67,chirie,16-MAY-19
Strainu,Ana,66964.9,chirie,23-FEB-20
Leustean,Matei,73517.14,chirie,16-JUN-19
Leustean,Matei,89614.63,chirie,22-SEP-19
Belcescu,Denisa,68155.76,chirie,16-DEC-19
Belcescu,Denisa,2372.33,chirie,05-NOV-19
Belcescu,Denisa,6806.91,chirie,05-NOV-19
Belcescu,Denisa,6628.45,chirie,05-NOV-19
Daniel,Irinel,63787.02,chirie,24-FEB-20
Daniel,Irinel,59921.5,chirie,20-AUG-19
Daniel,Irinel,12171.37,chirie,27-SEP-19
Lungu,Roland,31443.64,chirie,02-JAN-20
Lungu,Roland,28309.88,chirie,30-OCT-19
Eduard,Eduard,21914.22,chirie,27-FEB-20
Eduard,Eduard,83075.36,chirie,08-FEB-20
Eduard,Eduard,58529.92,chirie,08-FEB-20
Andros,Stefan,60481.42,chirie,22-FEB-20
Andros,Stefan,55078.39,chirie,22-FEB-20
Arteni,Petruta,58205.77,chirie,27-MAY-19
Arteni,Petruta,55848.79,chirie,27-MAY-19
Cernescu,Bogdan,73615.24,chirie,01-APR-20
Cernescu,Bogdan,72540.86,chirie,01-APR-20
Cernescu,Bogdan,77175.4,chirie,23-JUN-19
Dogaru,Vasile,40857.27,chirie,08-JUL-19
Dogaru,Vasile,83631.31,chirie,23-SEP-19
Dogaru,Vasile,44581.65,chirie,23-SEP-19
Dogaru,Vasile,2765.81,chirie,29-MAR-20
Cazacu,Mihaela,80539.59,chirie,08-OCT-19
Cazacu,Mihaela,47037.11,chirie,14-DEC-19
Huma,Costel,24306.01,chirie,20-FEB-20
Huma,Costel,28462.89,chirie,30-NOV-19
Romanescu,Radu,2179.14,chirie,01-DEC-19
Romanescu,Radu,1536.7,chirie,11-JUN-19
Romanescu,Radu,54931.88,chirie,08-JUN-19
Oana,Ema,2803.32,chirie,07-DEC-19
Oana,Ema,67625.14,chirie,14-DEC-19
Oana,Ema,10090.33,chirie,31-MAY-19
Oana,Ema,63651.27,chirie,06-OCT-19
Sandu,Florian,53634.66,chirie,04-OCT-19
Sandu,Florian,59478.66,chirie,11-NOV-19
Sandu,Florian,63024.66,chirie,11-NOV-19
Sandu,Florian,33873.49,chirie,14-OCT-19
Moscu,Alexandru,2117.56,chirie,12-FEB-20
Moscu,Alexandru,53264.68,chirie,09-NOV-19
Mutescu,Sanziana,62672.39,chirie,13-MAY-19
Tabusca,Maria,92056.52,chirie,14-APR-20
Covatariu,Ionel,93083.02,chirie,30-AUG-19
Covatariu,Ionel,11540.7,chirie,03-SEP-19
Covatariu,Ionel,11623.36,chirie,18-JUL-19
Covatariu,Ionel,72292.01,chirie,18-JUL-19
Gavriliuc,Dorin,58850.98,chirie,31-AUG-19
Gavriliuc,Dorin,26122.18,chirie,21-NOV-19
Gavriliuc,Dorin,19445.81,chirie,04-NOV-19
Gavriliuc,Dorin,32887.8,chirie,01-JUL-19
Gavriliuc,Dorin,76393.73,chirie,01-JUL-19
Patriche,Iuliana,58455.53,chirie,03-JAN-20
Lucasi,Petrut,96288.27,chirie,18-SEP-19
Lucasi,Petrut,61687.25,chirie,18-SEP-19
Lucasi,Petrut,24655.73,chirie,05-JUN-19
Lucasi,Petrut,88853.98,chirie,05-JUN-19
Lucasi,Petrut,81432.94,chirie,29-FEB-20
Lucasi,Petrut,14768.11,chirie,29-FEB-20
Lates,Emanuela,2882.19,chirie,02-JUN-19
Lates,Emanuela,5215.77,chirie,02-JUN-19
Lates,Emanuela,47206.13,chirie,09-JUN-19
Lates,Emanuela,19756.78,chirie,16-SEP-19
Lates,Emanuela,65555.91,chirie,16-MAY-19
Lates,Emanuela,88239.41,chirie,16-MAY-19
Lates,Emanuela,99109.78,chirie,16-MAY-19
Catonoiu,Aurelian,82396.6,chirie,04-DEC-19
Fedeles,Malina,38305.16,chirie,20-JUL-19
Ciocoiu,Theodor,37316.12,chirie,15-SEP-19
Rachieru,Teofil,23848.44,chirie,01-OCT-19
Rachieru,Teofil,96992.43,chirie,22-NOV-19
Rachieru,Teofil,66131.3,chirie,27-JUL-19
Grigoriu,Cristian,81694.36,chirie,12-MAY-19
Prisecaru,Adrian,43518.32,chirie,02-NOV-19
Prisecaru,Adrian,45051.3,chirie,18-MAR-20
Prisecaru,Adrian,64278.94,chirie,14-FEB-20
Prisecaru,Adrian,75013.88,chirie,14-FEB-20
Prisecaru,Adrian,26801.94,chirie,18-APR-20
Corduneanu,Giani,95123.82,chirie,23-DEC-19
Corduneanu,Giani,48575.88,chirie,17-JUN-19
Corduneanu,Giani,78334.48,chirie,07-FEB-20
Chirila,Daniel,60348.41,chirie,03-FEB-20
Anghelina,Oana,34880.44,chirie,05-JAN-20
Anghelina,Oana,94481.73,chirie,20-SEP-19
Munteanu,Cristina,95584.35,chirie,22-SEP-19
Munteanu,Cristina,87839.95,chirie,06-JUL-19
Munteanu,Cristina,36343.96,chirie,10-APR-20
Diaconu,Silviu,37785.4,chirie,21-NOV-19
Diaconu,Silviu,88157.59,chirie,26-FEB-20
Calancea,Cosmin,74118.38,chirie,16-NOV-19
Cozma,Simina,18782.16,chirie,18-JUN-19
Cozma,Simina,36216.9,chirie,25-AUG-19
Cozma,Simina,69716.84,chirie,16-AUG-19
Varteniuc,Codrin,4291.85,chirie,06-JUN-19
Varteniuc,Codrin,89546.67,chirie,06-JUN-19
Catana,Ana,32115.16,chirie,14-JAN-20
Iordan,Alin,90460.52,chirie,18-JUN-19
Iordan,Alin,93057.25,chirie,11-JUL-19
Birsanu,Valentin,42941.54,chirie,21-AUG-19
Andrian,Andra,53180.91,chirie,24-MAY-19
Andrian,Andra,61618.35,chirie,11-JAN-20
Andrian,Andra,10699.04,chirie,11-JAN-20
Andrian,Andra,71436.7,chirie,20-FEB-20
Andrian,Andra,51167.77,chirie,20-FEB-20
Andrian,Andra,54523.22,chirie,20-FEB-20
Haba,Iosif,2847.54,chirie,24-JAN-20
Haba,Iosif,90906.45,chirie,09-JUN-19
Haba,Iosif,11450.32,chirie,12-APR-20
Haba,Iosif,9019.83,chirie,04-NOV-19
Pojar,Liviu,65646.99,chirie,04-FEB-20
Ursachi,Andreia,13207.28,chirie,20-JUN-19
Ursachi,Andreia,74273.76,chirie,20-JUN-19
Balica,Emanuela,33477,chirie,14-FEB-20
Balica,Emanuela,57360.01,chirie,20-JUL-19
Balica,Emanuela,18087.15,chirie,22-AUG-19
Balica,Emanuela,54821.55,chirie,24-MAR-20
Dudau,Daniel,38946.37,chirie,13-JUL-19
Catiru,Iosif,71077.18,chirie,06-FEB-20
Catiru,Iosif,9992.14,chirie,31-DEC-19
Perju,Codrin,72209.87,chirie,13-JAN-20
Perju,Codrin,65458.5,chirie,30-NOV-19
Perju,Codrin,61005.25,chirie,30-NOV-19
Moscu,Cosmin,81112.38,chirie,23-JUN-19
Moscu,Cosmin,42991.84,chirie,04-NOV-19
Moscu,Cosmin,29445.77,chirie,23-DEC-19
Moscu,Cosmin,19411.02,chirie,10-MAR-20
Moscu,Cosmin,94951.64,chirie,25-DEC-19
Postolache,Ervin,94340.28,chirie,23-DEC-19
Postolache,Ervin,76944.95,chirie,23-DEC-19
Postolache,Ervin,7022.62,chirie,05-APR-20
Postolache,Ervin,17659.64,chirie,02-AUG-19
Postolache,Ervin,36822.22,chirie,30-APR-20
Roman,Sebastian,83144.8,chirie,09-NOV-19
Roman,Sebastian,7687.71,chirie,09-NOV-19
Roman,Sebastian,61152.21,chirie,26-MAR-20
Roman,Sebastian,43720.33,chirie,26-MAR-20
Eduard,Mirela,39240.1,chirie,27-OCT-19
Eduard,Mirela,35044.43,chirie,27-OCT-19
Marton,Andreea,87662.08,chirie,15-AUG-19
Marton,Andreea,81797.93,chirie,15-AUG-19
Marton,Andreea,54655.49,chirie,15-AUG-19
Marton,Andreea,24551.59,chirie,21-SEP-19
Birsanu,Victor,93282.41,chirie,19-JUL-19
Birsanu,Victor,8869.87,chirie,28-DEC-19
Birsanu,Victor,28926.47,chirie,28-DEC-19
Birsanu,Victor,58061.22,chirie,28-FEB-20
Birsanu,Victor,98991.48,chirie,28-FEB-20
Plugariu,Corneliu,91069.07,chirie,26-SEP-19
Plugariu,Corneliu,26783.35,chirie,20-NOV-19
Asaftei,Stefan,2039.75,chirie,08-JUL-19
Asaftei,Stefan,36028.51,chirie,08-JAN-20
Mangalagiu,Gabriela,69522.29,chirie,23-JAN-20
Mangalagiu,Gabriela,23510.84,chirie,30-MAY-19
Stiufliuc,Denise,64448.14,chirie,01-FEB-20
Stiufliuc,Denise,52164.74,chirie,06-JUN-19
Boistean,Ioan,15085.9,chirie,02-NOV-19
Boistean,Ioan,29982.81,chirie,02-NOV-19
Mihaila,Eduard,26547.38,chirie,21-APR-20
